sample	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10	var_11	var_12	var_13	var_14	var_15	var_16	var_17	var_18	var_19	var_20
sample_1	0.18052290181967	0.657304327758102	2.12020197033292	0.708617981591414	0.226126844168974	-1.32335938608215	0.0693341972328994	-1.27009254915666	1.93146543508268	0.18934777489012	-0.025794209554118	1.46514977636399	-1.73095050990432	-0.857010462524298	0.350241954403239	-0.55004875160348	0.510017315545358	-1.72800217076621	0.618225242716887	-0.0925096747019687
sample_2	0.784734040102267	1.03631766529722	0.3571626611319	0.854112883449952	-0.385662122371561	1.01538616708686	0.929107286589906	0.790172035253264	0.750487491607655	0.15668396599332	0.467785747178331	0.450448533727626	0.279307290795282	-0.462115098839698	0.873922856035902	-0.914816944916737	1.04579203557257	-1.03243028218596	-3.02336835384244	-0.168219722837345
sample_3	-1.35316457378718	-0.0426847349015711	0.432916074207105	0.191443560629822	-1.07228815853413	0.165618216714776	-0.919457416905335	-0.14775169575133	-2.57310552084628	0.217724004353831	0.262506965456704	0.489552578780257	1.10937856696715	0.178098604034872	-0.781138730983205	0.424146385576961	-0.422391167264919	0.143205075148051	-1.58124009992461	0.915628468386148
sample_4	1.9832982062599	0.2934409108846	-0.468337317881018	-0.609835458175193	0.24407324554572	0.729822722865088	0.0270205885023316	1.00736362575584	0.610280471680521	0.87318111062001	0.528673430454414	-1.6206854443337	0.831319417968525	0.622554742665873	1.37909760260414	-0.361036918852599	-0.186050025115898	-0.858869595590441	-0.354599305698767	-0.0436385212695447
sample_5	1.23847170449276	-0.443460705325178	-1.19523548365192	-0.478415470103951	-0.512490473962652	-0.749265236645193	1.44890321121022	0.25257921092414	0.0222719205286591	0.472788173042417	0.717791498105597	-0.237824519636883	0.43641164435918	1.22003118069463	-0.276763146381647	-1.03422416539836	0.825777208510602	-0.395421513653603	0.791252932761875	-0.160722967024985
sample_6	1.20061739613939	-1.20058801155173	-0.258939222041559	0.773917728536591	-0.130302473712447	1.22651357596561	-0.811702191644804	-0.840700012382694	0.0713727374714806	1.2705960156891	-1.15151890176234	-0.518452463215061	0.698280527525493	-0.0490935555436114	0.139127716330168	-0.188257017743504	0.667921503243822	-0.619541991480901	-0.31788220209821	0.390803252509521
sample_7	0.896149884213138	0.719737716798535	2.1304874396694	0.356930043030807	1.18927270819863	-1.13619202740665	-0.0879892105642193	0.118054565690123	-0.524531582829763	1.8647817457839	-0.497552966016524	0.178240924519141	1.17296122624864	0.916607873507884	2.1641657401562	-0.0594884494464513	0.327584478853598	1.88701675558764	0.0873358665804757	-1.27121873388909
sample_8	0.253689755074539	1.12854713864036	1.02542870005051	-0.481672107196353	1.5821823971574	-0.228354459852039	-1.03646182657727	0.548773892860761	0.480120898206224	0.0410186155724089	1.08090427077003	-0.441917103379732	-0.491918012204281	0.487279649362471	-0.56538620725574	0.207954660315938	-0.193414842564799	-1.56788070666181	-1.1114269483851	0.605064968737231
sample_9	0.54960034085866	-1.24894438520854	0.928952827399062	-0.759380381382086	-0.323984973877883	1.23160159437753	0.0985071562693277	-1.56178536937127	-1.48305148325365	-0.3710699413041	-0.461839093369048	2.20912512270121	1.60255287833994	-0.276008183154871	-0.517835938646892	-0.145579779676292	-0.101783408443592	0.697833032163757	0.211581750351296	0.636345593338316
sample_10	1.90337105101613	2.41095701066473	-0.296414761691402	0.459509319257301	-1.3460860619699	-0.19419314664281	-0.0463352231974889	0.00836980499036356	2.05779728374206	0.501054369686941	-0.614397464805766	1.24370058154982	0.594935659261185	-0.295134191896768	-1.36104387017432	1.48662791126133	-1.28022127194633	-0.149185939333094	1.64578569715893	-1.59693638005623
